objectid,filename_og,,,,,final file type,,format-CAT,format-almost,format,filename,title,creator,mine,depth,date,description,subject,location,latitude,longitude,source,format original,format_og,type,identifier,language,rights,rightsstatement
cb226,536b2404-c4ba-4f6f-a216-274d1e5f6ab4.png,536b2404-c4ba-4f6f-a216-274d1e5f6ab4,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/536b2404-c4ba-4f6f-a216-274d1e5f6ab4.png,Brown Beret Display Case Photograph,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unknown,,"1960s, 1970s, 1969-1971","Display case of Brown Beret items including a beret, a sash, and photographs with descriptions",Gloria Arellanes; Chicano Moratorium; Brown Berets; Brown Beret Women; 1969-1971; 1960s; 1970s; display case,,,,Gloria Arellanes,Unknown,,Photograph,display_case_beret.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb299,57cef9f7-7f84-4e1a-8470-a6a876b65f6f.png,57cef9f7-7f84-4e1a-8470-a6a876b65f6f,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/57cef9f7-7f84-4e1a-8470-a6a876b65f6f.png,Newspaper Article Written by Elena Herrada,Elena Herrada,,,"January 2, 2002","Newspaper article written by Elena Herrada for the January 2, 2002 Detroit Metro Times about job loss in the Detroit latino Community, UAW, and Los Repatriados.",elena herrada; cpmr; Herrada Archive; Tina and Jasmine; detroit; Los Repatriodos; 2001; 2002; Metro Times; UAW; Mexican Industries; Dos Manos,,,,Elena Herrada,"10""x16""",,Newspaper Article,101EH_010113_22_c.tif,,Elena Herrada,
cb228,593f8fa5-6821-441c-aa91-68962e700c88.png,593f8fa5-6821-441c-aa91-68962e700c88,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/593f8fa5-6821-441c-aa91-68962e700c88.png,El Barrio Free Clinic Poster,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unavailable,,"1960s, 1970s",Photograph of El Barrio Free Clinic poster,Gloria Arellanes; Brown Beret; El Barrio Free Clinic; poster; Photograph; Arellanes Archive,,,,Gloria Arellanes,Unknown,,Photograph,Box5photos_007.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb318,5953a913-4fd8-466d-b9d2-468bbcfe8767.png,5953a913-4fd8-466d-b9d2-468bbcfe8767,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/5953a913-4fd8-466d-b9d2-468bbcfe8767.png,Womens Studies and Social Feminism Poster,Olivia Puentes Reynolds Archive,,,1970s,"A poster with the black printed image of a woman raising her fist, with a liberation slogan written beside it.",cpmr; Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; poster; womens studies; socialist feminism; liberation; salute; punch,,,,Olivia Puentes Reynolds,"8.5"" x 11""",,Poster,039OPR080513-106.tif,,Olivia Puentes Reynolds Archive,
cb310,65f91f79-21f0-4e14-9ab1-931e206ae7a3.png,65f91f79-21f0-4e14-9ab1-931e206ae7a3,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/65f91f79-21f0-4e14-9ab1-931e206ae7a3.png,"Photo of Emily Martinez, Rosa Linda Martinez, and Antonia Castillo Garcia",Unknown,,,1966,"Emily Martinez, her daugther Rosa Linda, and her grandmother Antonia Castillo Garcia in Houston, Texas.",emily martinez; Martinez archive; cpmr; Anna and Elizabeth; Photograph; 1960s; 1966; Antonia Castillo Garcia; Houston; texas; Rosa Linda Martinez,,,,Emily Martinez,"3.5""x3.5""",,Photograph,103EM_112513_14.jpg,,Unknown,
cb311,6be0ebf5-8314-4c90-81f3-71daf2aed37f.png,6be0ebf5-8314-4c90-81f3-71daf2aed37f,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/6be0ebf5-8314-4c90-81f3-71daf2aed37f.png,Photo of Emily Martinez sitting at a desk,Unknown,,,unknown,Emily Martinez sitting at her desk at LISD Tech Center in Adrian Michigan where she has worked for 39.5 years.,emily martinez; Martinez archive; cpmr; Anna and Elizabeth; Photograph; Adrian; Michigan; LISD Tech Center,,,,Emily Martinez,"3.5""x4.25""",,Photograph,103EM_112513_38.jpg,,Unknown,
cb200,6dc29729-e91b-48ae-9818-e8ca44912621.png,6dc29729-e91b-48ae-9818-e8ca44912621,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/6dc29729-e91b-48ae-9818-e8ca44912621.png,Yolanda Alaniz- Voices of Color Column,,,,11/25/1995,"Yolanda Alaniz is a columnist for the Voices of Color editorial, here she is speaking on her experiences and political ideology",Voices of Color; chicana journalism,,,,Yolanda Alaniz,1195x821,,Image,,,,
cb242,73f9f9ac-e51b-41b4-b37c-c8e7933eb04b.png,73f9f9ac-e51b-41b4-b37c-c8e7933eb04b,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/73f9f9ac-e51b-41b4-b37c-c8e7933eb04b.png,Barbara Carrasco Wedding Photograph,Unknown,Chicana por mi Raza,,3/16/1993,"Black-and-white wedding portrait of Barbara Carrasco and fellow artist Henry Gamboa, Jr., married on 3/16/93",Barbara Carrasco; Photograph; Henry Gamboa Jr.; 1993; 1990s; Carrasco Archive; cpmr; JA,,,,Barbara Carrasco,755 KB,,Photograph,042BC_111014_005,,Unknown,
cb243,73f9f9ac-e51b-41b4-b37c-c8e7933eb04b.png,73f9f9ac-e51b-41b4-b37c-c8e7933eb04b,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/73f9f9ac-e51b-41b4-b37c-c8e7933eb04b.png,Barbara Carrasco Wedding Photograph,Unknown,Barbara Carrasco,,3/16/1993,"Black-and-white wedding portrait of Barbara Carrasco and fellow artist Henry Gamboa, Jr., married on 3/16/93",Barbara Carrasco; Photograph; Henry Gamboa Jr.; 1993; 1990s; Carrasco Archive; cpmr; BE,,,,Barbara Carrasco,Unknown,,Photograph,042BC_111014_005,,Unknown,
cb141,7407e9ef-5610-4ab8-b2df-f573158cbb1d.png,7407e9ef-5610-4ab8-b2df-f573158cbb1d,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/7407e9ef-5610-4ab8-b2df-f573158cbb1d.png,Justice para Jose Torres - Protest,Nancy de los Santos,,,1977,"Image of protestors at the police brutality protest. Sign 1 says: Justice for Jose Torres, Sign 2 reads: terrorism is alive and well in Texas PD. Jose Torres who was killed in Houston, TX in 1977",joe torres; Photograph; police brutality; texas; austin; jose torres; cpmr; 1970s; 1977; Nancy de los Santos; Nancy de los Santos collection,,,,Nancy de los Santos,unknown,,black and white photo,1401_0011NDLSR_111014_075,,Nancy de los Santos,
cb288,7665cfed-a84e-4df1-ad78-d10532bfeb90.png,7665cfed-a84e-4df1-ad78-d10532bfeb90,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/7665cfed-a84e-4df1-ad78-d10532bfeb90.png,Chicano Teatro Poster,Unknown,,,1970s,A Chicano Teatro poster advertising several performance groups.,cpmr; Sonia Lopez archive; sonia lopez; poster; 1970s; chicano teatro,,,,Sonia Lopez,"14"" x 12""",,Poster,DSC_2775.JPG,,Unknown,
cb161,8074e2ec-a861-4ee7-af1e-ae74d8ef8c76.png,8074e2ec-a861-4ee7-af1e-ae74d8ef8c76,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/8074e2ec-a861-4ee7-af1e-ae74d8ef8c76.png,Angela Reyes with daughter Anita Zavala,N/A,N/A,,1970s,Angela Reyes carrying her infant daughter Anita Zavala.,Angela Reyes; Anita Zavala; 1970s,,,,Angela Reyes,N/A,,photo,215AR_110815001.jpg,,N/A,
cb227,83a36eb4-a577-49fb-ad43-95e36e9db13a.png,83a36eb4-a577-49fb-ad43-95e36e9db13a,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/83a36eb4-a577-49fb-ad43-95e36e9db13a.png,Free Clinic Photograph,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unavailable,,"1960s, 1970s","Photograph of mobile free clinic ""free chest x-ray""",Gloria Arellanes; Photograph; clinic; Arellanes Archive,,,,Gloria Arellanes,Unknown,,Photograph,Box+5+photos_006.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb287,848e9ad6-1a1b-4581-b500-15052d1980d5.png,848e9ad6-1a1b-4581-b500-15052d1980d5,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/848e9ad6-1a1b-4581-b500-15052d1980d5.png,Regeneracion MECHA Conference Poster,Unknown,,,"June 1,0971","A poster entitled Regeneracion, advertising MECHAs statewide conference.",cpmr; Sonia Lopez archive; sonia lopez; poster; 1970s; 1971; MECHA; statewide conference; regeneracion,,,,Sonia Lopez,"14"" x 12""",,Poster,DSC_2769.JPG,,Unknown,
cb289,84c2174b-b3a9-4187-a6c5-5c2e75390c7c.png,84c2174b-b3a9-4187-a6c5-5c2e75390c7c,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/84c2174b-b3a9-4187-a6c5-5c2e75390c7c.png,High School Chicana Conference Poster,Unknown,,,"Feb 16, 1960","A poster for the second annual high school chicana conference, entitled La Nueva Chicana.",cpmr; Sonia Lopez archive; sonia lopez; poster; 1970s; high school; conference; chicana conference,,,,Sonia Lopez,"10"" x 14""",,Paper Poster,DSC_2776.JPG,,Unknown,
cb229,86ea3448-e818-486e-bff2-987f741e522c.png,86ea3448-e818-486e-bff2-987f741e522c,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/86ea3448-e818-486e-bff2-987f741e522c.png,National Youth Liberation Conference Group Photo,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unknown,,4/5/1969,Photograph of a group shouting at the National Youth Liberation Conference,Gloria Arellanes; Photograph; 1960s; National Chicano Youth Liberation Conference,,,,Gloria Arellanes,Unknown,,Photograph,box2_folder3_elgallo_nylc_photo.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb137,86fb9766-edc7-4c95-9c01-8e1c797904ec.png,86fb9766-edc7-4c95-9c01-8e1c797904ec,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/86fb9766-edc7-4c95-9c01-8e1c797904ec.png,"Brown Beret Joanne Salas on Capital steps, Austin Texas",Nancy de los Santos,,,1977,"Image of Joanne Salas at the police brutality march. The police brutality march was held to commemorate Jose Torres who was killed in Houston, TX in 1977",joe torres; jose torres; cpmr; Nancy de los Santos; Joanne Salas; Nancy de los Santos collection; austin; texas; 1977; 1970s; Brown Berets; police brutality; Photograph,,,,Nancy de los Santos,unknown,,black and white photo,1401_0011NDLSR_111014_082,,Nancy de los Santos,
cb291,8d1c4634-16fc-4563-bcef-5a9292958de1.png,8d1c4634-16fc-4563-bcef-5a9292958de1,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/8d1c4634-16fc-4563-bcef-5a9292958de1.png,Huelga Timeline Easel Pad,Unknown,,,1970s,PDF of photos of an easel pad with the timeline of farmworkers strikes.,cpmr; Sonia Lopez archive; sonia lopez; poster; educational materials; easel; 1970s; 1973; huelga; strike; Calexico,,,,Sonia Lopez,5 pages,,Educational Materials,convertedSL1.pdf,,Unknown,
cb144,8e86d340-bfcf-45fb-b9d1-50aa4b08a89b.png,8e86d340-bfcf-45fb-b9d1-50aa4b08a89b,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/8e86d340-bfcf-45fb-b9d1-50aa4b08a89b.png,Subscription Request from UCLA to Raza Art and Media Collective Journal,,,,"March 9, 1976",Subscription Request from UCLA to Raza Art and Media Collective Journal,cpmr; mdbe; Ana Luisa Cardona; Cardona Archive; raza art and media collective; raza art and media collective journal; 1976; roberto cabello-a; university of michigan; 1970s,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",,Letter,214AC_111215_001_aq.tif,,,
cb230,937f9524-fe10-4f18-bf3a-efd60efeb5da.png,937f9524-fe10-4f18-bf3a-efd60efeb5da,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/937f9524-fe10-4f18-bf3a-efd60efeb5da.png,National Chicano Moratorium Poster,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unknown,,"8/29/1970, 1970s",National Chicano Moratorium Poster,Gloria Arellanes; poster; Chicano Moratorium; 1970; 1970s,,,,Gloria Arellanes,Unknown,,poster,chicano_moratorium_poster.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb196,93b34d28-a94e-4bd9-96f9-20269b46d31e.png,93b34d28-a94e-4bd9-96f9-20269b46d31e,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/93b34d28-a94e-4bd9-96f9-20269b46d31e.png,United States Senate congratulations letter,Henry M. Jackson,,,June 22nd 1976,A letter from the U.S Senate congratulating Yolanda Alaniz for recieving a grant to attend college,U.S Senate; grant for college,,,,Yolanda Alaniz,814.33 KB,,Document,,,Henry M. Jackson,
cb194,956882d0-80a3-47d5-93de-61ca71e3aeba.png,956882d0-80a3-47d5-93de-61ca71e3aeba,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/956882d0-80a3-47d5-93de-61ca71e3aeba.png,Yolanda Alaniz resignation from the Seattle Woman's Council,,,,October 18th 1978,"A letter from Shirley Skellenger, then president of the Seattle Women's commission expressing regret on receiving news of Yolanda's resignation due to ill health",Seattle Women's commission,,,,Yolanda Alaniz,620.08 KB,,Document,,,,
cb202,9d30fa74-4811-4e1b-b341-3587df5679e7.png,9d30fa74-4811-4e1b-b341-3587df5679e7,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/9d30fa74-4811-4e1b-b341-3587df5679e7.png,Nothing's changed protest flyer,,,,,A document calling the boycott of a women bar to protest their racist policies and actions,gay and lesbian activism; boycott; chicanas,,,,Yolanda Alaniz,1664x1933,,Image,,,,
cb244,a01ed528-d2ee-4038-bc19-da3d2ffbf69f.png,a01ed528-d2ee-4038-bc19-da3d2ffbf69f,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/a01ed528-d2ee-4038-bc19-da3d2ffbf69f.png,Barbara Carrasco UCLA Graduation Photograph,Unknown,Barbara Carrasco,,1978,Color portrait of Barbara Carrasco graduating from UCLA with a B.F.A. in 1978,Barbara Carrasco; Photograph; UCLA; 1978; 1970s; Carrasco Archive; cpmr; BE,,,,Barbara Carrasco,Unknown,,Photograph,Barbara UCLA Grad,,Unknown,
cb308,a23b122c-a07c-4646-aed6-7d727311527d.png,a23b122c-a07c-4646-aed6-7d727311527d,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/a23b122c-a07c-4646-aed6-7d727311527d.png,Photo of Maria Garcia Ybarra and two of Emily’s siblings,Unknown,,,unknown,Emily's mother Maria Garcia Ybarra and two of Emily's younger siblings playing in the snow in Michigan.,emily martinez; Martinez archive; cpmr; Anna and Elizabeth; Photograph; Maria Garcia Ybarra; 1960s; 1962; Michigan,,,,Emily Martinez,"3.5""x3.5""",,Photograph,103EM_112513_18.jpg,,Unknown,
cb160,a34c96ff-7e54-4f4f-85b1-cad74de06013.png,a34c96ff-7e54-4f4f-85b1-cad74de06013,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/a34c96ff-7e54-4f4f-85b1-cad74de06013.png,Wayne State University Center for Chicano-Boricua Studies Community Service Award 2007,N/A,N/A,,2007,Waynes State University Center for Chicano-Boricua Studies presented Angela Reyes with their Community Service award in recognition of her work with empowering the Hispanic youth of Southwest Detroit to pursue higher education.,Angela Reyes; 2007; Wayne State University; WSU; Center for Chicano Boricua Studies; Detroit Hispanic Development Corporation; DHDC; Southwest Detroit,,,,Angela Reyes,N/A,,award,215AR_110815008.jpg,,N/A,
cb201,a57b6a53-0d5a-4bcf-8da4-3d8e7778e178.png,a57b6a53-0d5a-4bcf-8da4-3d8e7778e178,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/a57b6a53-0d5a-4bcf-8da4-3d8e7778e178.png,Farm Worker protest flyer,,,,,A vibrant flyer advocating that consumers don't buy lettuce and grapes not picked by unionized workers,united farm workers; boycott on lettuce; boycott on grapes,,,,Yolanda Alaniz,1628x2133,,Image,,,,
cb159,a582e9b6-33af-4535-b313-38a242423875.png,a582e9b6-33af-4535-b313-38a242423875,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/a582e9b6-33af-4535-b313-38a242423875.png,Detroit Board of Education Community Service Award 1993,N/A,N/A,,1993,Angela Reyes was awarded the Community Service Award from the Detroit City Board of Education for her commitment to gang violence prevention.,Angela Reyes; 1993; Community Service Award; Detroit City Board of Education; DPS; Southwest Detroit,,,,Angela Reyes,N/A,,award,215AR_110815003.jpg,,N/A,
