objectid,title,creator,creator_title,date,description,subject,type,format,language,identifier,filename_og,display_template,image_large,image_small,image_thumb,object location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement
cb292,Mexican American Education Project Announcement Poster,Unknown,,1970s,A poster from the Mexican American Education Project of Sacramento State College announcing a program for public school teachers., Sonia Lopez archive; sonia lopez; poster; 1970s; bilingual; bicultural; education; sacramento state college,Image;Stillimage,image/png,,335a9cbe56a543759dad18d0ede0c035.png,335a9cbe-56a5-4375-9dad-18d0ede0c035.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/335a9cbe56a543759dad18d0ede0c035.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/335a9cbe56a543759dad18d0ede0c035.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/335a9cbe56a543759dad18d0ede0c035.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/335a9cbe56a543759dad18d0ede0c035.png,,,,,Sonia Lopez,"10"" x 14""",Poster,DSC_2790.JPG,,Unknown,
cb233,Arellanes Brown Beret March in East LA Photograph,Material courtesy of Gloria Arellanes Papers at CSU-LA,,"1960s, 1970s",Protestors walking in the streets of East LA,Gloria Arellanes; Photograph; George Rodriguez; East LA; protest,Image;Stillimage,image/png,,348e30182453481781ec307e91010bab.png,348e3018-2453-4817-81ec-307e91010bab.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/348e30182453481781ec307e91010bab.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/348e30182453481781ec307e91010bab.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/348e30182453481781ec307e91010bab.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/348e30182453481781ec307e91010bab.png,Unknown,,,,Gloria Arellanes,Unknown,Photograph,Box+5+photos_001.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb286,Losses of La Huelga Easel Pad,Unknown,,1970s,"An easel describing some of the fatalities surrounding the 1973 Calexico strike, making note of two men in particular.", Sonia Lopez archive; sonia lopez; poster; educational materials; easel; 1970s; 1973; huelga; strike; Calexico,Image;Stillimage,image/png,,40607e57a7e7439dac6cb8e89982229b.png,40607e57-a7e7-439d-ac6c-b8e89982229b.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/40607e57a7e7439dac6cb8e89982229b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/40607e57a7e7439dac6cb8e89982229b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/40607e57a7e7439dac6cb8e89982229b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/40607e57a7e7439dac6cb8e89982229b.png,,,,,Sonia Lopez,"30"" x 25""",Educational Materials,DSC_2813.JPG,,Unknown,
cb199,Chicano Staff Resignation Letter,Chicano Staff at the University of Washington,,May 8th 1975,"Yolanda Alaniz was one of the leaders in the student, staff and faculty strike protesting the firing of two Chicano administrators and the secretary of Chicana/o Studies from the University of Washington. This is their resignation in solidarity.",Resignation; Chicano Staff; Chicanos in higher education,Image;Stillimage,image/png,,40ba9de0e98743eaa9f2bab5e0966c48.png,40ba9de0-e987-43ea-a9f2-bab5e0966c48.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/40ba9de0e98743eaa9f2bab5e0966c48.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/40ba9de0e98743eaa9f2bab5e0966c48.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/40ba9de0e98743eaa9f2bab5e0966c48.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/40ba9de0e98743eaa9f2bab5e0966c48.png,,,,,Yolanda Alaniz,1.07 MB,Document,,,Chicano Staff at the University of Washington,
cb234,Arellanes ID Button,Material courtesy of Gloria Arellanes Papers at CSU-LA,,1970's,Photo Button of Gloria Arellanes,Gloria Arellanes; ID; button,Image;Stillimage,image/png,,42ec61fc5cd84155a1c932daa23aa72a.png,42ec61fc-5cd8-4155-a1c9-32daa23aa72a.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/42ec61fc5cd84155a1c932daa23aa72a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/42ec61fc5cd84155a1c932daa23aa72a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/42ec61fc5cd84155a1c932daa23aa72a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/42ec61fc5cd84155a1c932daa23aa72a.png,Gloria Arellanes,,,,Gloria Arellanes,"2""x2""",Ephemera,arrellanes_idbutton2.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb319,5 Poems in a Booklet,Olivia Puentes Reynolds,,unknown,"Pages 18 and 19 of a booklet featuring five poems, four of which written by San Diego State College students", Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; teatro frontera; booklet; poetry; San Diego State College; SDSC,Image;Stillimage,image/png,,4530c9b9fbc345e89eaac2b95c4447b7.png,4530c9b9-fbc3-45e8-9eaa-c2b95c4447b7.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4530c9b9fbc345e89eaac2b95c4447b7.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4530c9b9fbc345e89eaac2b95c4447b7.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4530c9b9fbc345e89eaac2b95c4447b7.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4530c9b9fbc345e89eaac2b95c4447b7.png,,,,,Olivia Puentes Reynolds,"8.5"" x 22""",booklet,039OPR080513-025.tif,,Olivia Puentes Reynolds,
cb241,Barbara Carrasco Family Photograph with Mother and Sister,Unknown,,5/14/,"In-color portrait of Barbara Carrasco with mother and sister, dressed up; Barbara is on the left-hand side",Barbara Carrasco; Photograph; 1961; 1960s; Carrasco Archive;  BE,Image;Stillimage,image/png,,4a603d7a564749b6ae215b36fc91e250.png,4a603d7a-5647-49b6-ae21-5b36fc91e250.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4a603d7a564749b6ae215b36fc91e250.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4a603d7a564749b6ae215b36fc91e250.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4a603d7a564749b6ae215b36fc91e250.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4a603d7a564749b6ae215b36fc91e250.png,Barbara Carrasco,,,,Barbara Carrasco,"3"" x 3""",Photograph,Carrasco Kids 1961 (2),,Unknown,
cb232,El Barrio Drawings and Poems,Material courtesy of Gloria Arellanes Papers at CSU-LA,,5/23/,Stylized El Barrio text and drawing,drawing; Gloria Arellanes; Chavela Byrd; poetry; 1970s; 1970,Image;Stillimage,image/png,,4e2ce396d5d540df90e6a8636885fc35.png,4e2ce396-d5d5-40df-90e6-a8636885fc35.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4e2ce396d5d540df90e6a8636885fc35.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4e2ce396d5d540df90e6a8636885fc35.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4e2ce396d5d540df90e6a8636885fc35.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4e2ce396d5d540df90e6a8636885fc35.png,Unknown,,,,Gloria Arellanes,Unknown,Art,El Barrio Drawings and Poems.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb321,University Ideologies Pahmplet,The Women's Studies Board of San Diego State College,,4/20/1974,"Page 9 of the womens studies pamphlet, focused on ideologies and narratives reinforced in universities.", Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; 1974; pamphlet; womens studies; San Diego State College; socialist feminism; third world studies; capitalism; sexism,Image;Stillimage,image/png,,4e33147924f441628fc053eac46fdc53.png,4e331479-24f4-4162-8fc0-53eac46fdc53.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4e33147924f441628fc053eac46fdc53.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4e33147924f441628fc053eac46fdc53.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4e33147924f441628fc053eac46fdc53.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/4e33147924f441628fc053eac46fdc53.png,,,,,Olivia Puentes Reynolds,"5"" x 7""",Pamphlet,039OPR080513-116.tif,,The Women's Studies Board of San Diego State College,
cb056,de la Riva Mujeres at Me & Mr. Mauri screening,,,6/1/2014,"Santa Cruz and Stockton familia after the debut screening of Me & Mr. Mauri at the Mission Cultural Center for Latino Arts (MCCLA) in San Francisco. Laura, Liliana, Liz, Lola, and Osa were all credited as co-directors of the film. People from left to right: Laura de la Riva, Liliana dela Riva, Liz Hidalgo de la Riva, Osa Hidalgo de la Riva, Alicia Nevarez, Roberto Nevarez, unknown MCCLA staff, Lola de la Riva, MCCLA technician", de la Riva Family Archive; Chicano; california; Bay Area; family; Mexican American; Mission Cultural Center for Latino Arts; San Francisco; 2014; queer film; Mujerista; Stockton,Image;Stillimage,image/png,,500ohr03022022001.png,500_OHR_03022022_001.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03022022001.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03022022001.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03022022001.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03022022001.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,N/A,digital photograph,500_OHR_03022022_001,,,
cb055,Domingo Rubio with family,Unknown,,early 1900s,"Domingo Rubio was the brother of Angela Maria Rubio de la Riva. He collaborated with Angela's husband Francisco Gabriel de la Riva to form a Latino literary organization in Berkeley, California which served the entire Bay Area. People from left to right: unknown woman, unknown child, unknown child, Domingo Rubio",early 1900s;  de la Riva Family Archive; Chicano; california; Bay Area; Mexican American; field,Image;Stillimage,image/png,,500ohr03112022002.png,500_OHR_03112022_002.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022002.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022002.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022002.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022002.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"5""x7""",photograph,""" 500_OHR_03112022_002""",,Unknown,
cb054,Grandma Angie with family,Unknown,,early 1940s,"Angela Maria Rubio de la Riva with unknown family, likely in Northern California. Young girl is likely Lola de Riva and man is possibly Francisco Gabriel de la Riva.",early 1940s; de la Riva Family Archive; california; Bay Area; family; Chicano; Mexican American;  Grandma Angie; Angela Maria Rubio Dela Riva Grandma Angie; Inclusivity; Mujerista Principle,Image;Stillimage,image/png,,500ohr03112022003.png,500_OHR_03112022_003.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022003.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022003.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022003.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022003.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"3""x4""",photograph,500_OHR_03112022_003,,Unknown,
cb050,Francisco Gabriel de la Riva boxing with friends in field,Unknown,,early 1900s,"Left to right: unknown girl (possibly Lucy de la Riva Valverde or Celia de la Riva Rubio, or Lola de la Riva), unknown man, unknown man, Francisco Gabriel de la Riva. Men are wearing boxing gloves and looking at camera, man between the two is wearing a cloche hat. Small girl is looking down to the left of group of men. All are in a field with buildings in the distance, a horse, chickens, and telephone poles. Likely somewhere in the East Bay.",Berkeley; california;  de la Riva Family Archive; Chicano; Bay Area; Mexican American; Mobilized Women of Berkeley; early 1900s; boxing; field,Image;Stillimage,image/png,,500ohr03112022007.png,500_OHR_03112022_007.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022007.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022007.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022007.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022007.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"4""x5""",photograph,500_OHR_03112022_007,,Unknown,
cb049,Mobilized Women for Berkeley invitation card,Unknown,,1919-1930,"Invitation card for ""Mobilized Women of Berkeley"" at 1002 University Avenue. The box for ""Morning Mother's Club (Non-English speaking women) is checked in pencil. Osa Hidalgo de la Riva Hidalgo believes Angela Rubio de la Riva likely owned this card and was a member. Osa has heard that ""Grandma Angie"" was a member of a ""woman's organization"" in Berkeley and taught cooking and painting classes within that group (possibly the organization named on this card). Angela also purchased a home and used",Bekeley; california;  de la Riva Family Archive; Chicano; Bay Area; Mexican American; Mobilized Women of Berkeley; 1919-1930; Inclusivity; Mujerista Principle,Image;Stillimage,image/png,,500ohr03112022008.png,500_OHR_03112022_008.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022008.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022008.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022008.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022008.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"ex: 8.5"" by 11""",invitation,500_OHR_03112022_008,,Unknown,
cb048,Grandma Angie with her husband,Unknown,,early 1900s,"Francisco Gabriel de la Riva with his arms wrapped around Angela Rubio de la Riva, Grandma Angie. The pair are likely in the Eastbay, possibly at Lake Merrit, a popular hangout spot for this couple. He is wearing slacks, a long-sleeve button down shirt with a vest and tie; she is wearing a silk shirt, matching long-sleeve top, white tights and black shoes.",Bay Area; couple;  de la Riva Family Archive; Chicano; california; Grandma Angie; Oakland; Lake Merrit; Inclusivity; Mujerista Principle,Image;Stillimage,image/png,,500ohr03112022009.png,500_OHR_03112022_009.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022009.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022009.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022009.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr03112022009.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"3""x5""",photograph,500_OHR_03112022_009,,Unknown,
cb047,Lagrimas y Cadenas/Chains and Tears book,Celia de la Riva Rubio,,1994,"Culmination of writings Celia de la Riva Rubio had produced for decades. Published in Morelia, Mexico. Celia was dissappointed with Spanish translation and she created a second version with corrected translations inserted as a separate one-page included in the book. ""Gay Feminist"" is an example of the ways Celia used and developed language, words, and phrases to more accurately represent her identity; and the ways identity terms have shifted over time.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poetry; Morelia; Mexico; feminist; Colectivo Artistico Morelia A.C.; 1994; 1990s; Celia de la Riva Rubio; Aunt Sally; bilingual; English; Spanish,Image;Stillimage,image/png,,500ohr05152022010a.png,500_OHR_05152022_010a.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05152022010a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05152022010a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05152022010a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05152022010a.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"5""x8""",book,500_OHR_05152022_010,,Celia de la Riva Rubio,
cb046,Lagrimas y Cadenas/Chains and Tears book,Celia de la Riva Rubio,,1994,"Back cover of Lagrimas y Cadenas/Chains and Tears book. Includes brief summary in both English and Spanish, a logo from Colectivo Artistico Morelia A.C., (the likely publishers of the book), and the words ""XX Aniversario 1994"" in the bottom right corner.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poetry; Morelia; Mexico; feminist; Colectivo Artistico Morelia A.C.; 1994; 1990s; Celia de la Riva Rubio; Aunt Sally; bilingual; English; Spanish,Image;Stillimage,image/png,,500ohr05152022010b.png,500_OHR_05152022_010b.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05152022010b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05152022010b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05152022010b.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05152022010b.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"5""x8""",book,500_OHR_05152022_010,,Celia de la Riva Rubio,
cb044,Stained glass artwork,Osa Hidalgo de la Riva,,1980s,"A New Mexico-style sun derived from Zuni or Pueblo communitites. For Osa, it represent the four directions, four elements, and four seasons. It was likely made in Hayward.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; glass art; Zuni; Pueblo; Southwest; New Mexico; Bay Area; four directions; indigeneity; elements; seasons; Hayward; 1980s,Image;Stillimage,image/png,,500ohr05292022011.png,500_OHR_05292022_011.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05292022011.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05292022011.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05292022011.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/500ohr05292022011.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"9""x9""",stained glass,500_OHR_05292022_011,,Osa Hidalgo de la Riva,
