objectid,filename_og,title,creator,creator_title,date,date_og,description,subject,type,format,language,identifier,base name,extension,overfow1,overflow2,display_template,base url,image_small,image_thumb,object_location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement,image_alt_text
cb210,Screen Shot 2015-11-02 at 6.29.16 PM.png,"Denver Post ""Chicanos Plan National Drive""",Unknown,,1970,1970,"An article from the Denver Post about the third National Chicano Conference, its goals, workshops, and notable persons in attendance including Rodolfo ""Corky"" Gonzales and Alicia Escalante.",1970; 1970s; Alicia Escalante;  National Chicano Conference; Denver Post; Denver; Chicana Welfare Rights Organization; Rodolfo Gonzales; La Raza Unida; chicano boricua studies; conference,Image;Stillimage,image/png,,screenshot20151102at6.29.16pm.png,cb210,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb210_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb210_th.jpg,https://cpmrark.reclaim.hosting/objects/cb210.png,N/A,,,,Alicia Escalante,Unknown,Article,Denver Post %22%22Chicanos Plan National Drive%22%22.jpg,,Unknown,,"An article from the Denver Post about the third National Chicano Conference, its goals, workshops, and notable persons in attendance including Rodolfo ""Corky"" Gonzales and Alicia Escalante."
cb328,Description of Rita Sanchez Graduation Photo.png,Description of Rita Sanchez Graduation Photo,Unknown,,1974,1974,Handwritten description on the backside of Rita Sanchez Graduation Photo., rita sanchez archive; rita sanchez; 1970s; 1974; graduation; stanford university,Image;Stillimage,image/png,,descriptionofritasanchezgraduationphoto.png,descriptionofritasanchezgraduationphoto,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/descriptionofritasanchezgraduationphoto_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/descriptionofritasanchezgraduationphoto_th.jpg,https://cpmrark.reclaim.hosting/objects/descriptionofritasanchezgraduationphoto.png,,,,,Rita Sanchez,"6"" x 4""",Photo,041RS080613-023.tif,,Unknown,,Handwritten description on the backside of Rita Sanchez Graduation Photo.
cb159,a582e9b6-33af-4535-b313-38a242423875.png,Detroit Board of Education Community Service Award 1993,N/A,,1993,1993,Angela Reyes was awarded the Community Service Award from the Detroit City Board of Education for her commitment to gang violence prevention.,Angela Reyes; 1993; Community Service Award; Detroit City Board of Education; DPS; Southwest Detroit,Image;Stillimage,image/png,,a582e9b633af4535b31338a242423875.png,a582e9b633af4535b31338a242423875,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/a582e9b633af4535b31338a242423875_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/a582e9b633af4535b31338a242423875_th.jpg,https://cpmrark.reclaim.hosting/objects/a582e9b633af4535b31338a242423875.png,N/A,,,,Angela Reyes,N/A,award,215AR_110815003.jpg,,N/A,,Angela Reyes was awarded the Community Service Award from the Detroit City Board of Education for her commitment to gang violence prevention.
cb045,,Dichosas Terri y Liz poem,Celia de la Riva Rubio,,1994,1994,Dichosas Terri y Liz poem published by Celia de la Riva Rubio in English and Spanish. This poem was dedicated to Osa Hidalgo de la Riva and her sister Liz de la Riva and illustrates their connection., de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poetry; Morelia; Mexico; feminist; Colectivo Artistico Morelia A.C.; 1994; 1990s; aunt; niece; tía; Celia de la Riva Rubio; Aunt Sally; bilingual; English; Spanish,Image;Stillimage,application/pdf,,cb045.pdf,cb045,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb045_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb045_th.jpg,https://cpmrark.reclaim.hosting/objects/cb045.pdf,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"5""x8""",book,500_OHR_05152022_010,,Celia de la Riva Rubio,,Dichosas Terri y Liz poem published by Celia de la Riva Rubio in English and Spanish. This poem was dedicated to Osa Hidalgo de la Riva and her sister Liz de la Riva and illustrates their connection.
cb010,500_OHR_06232022_046.png,Dolores Huerta painting,Lola de la Riva,,1960s, late 1960s,"Lola de la Riva painted this acrylic on canvas in the mid-1960s. She visited the ""skid-row"" area of downtown Stockton where buses would pick up farm labor presumably to work in fields. The figure wearing a rebozo is Dolores Huerta. She was organizing with this group of workers (not sure if this was within the UFW establishment) and Lola happened to be there and made this portrait of that moment. Huerta was friends with Lola's older sister (Aunt Lucy) so Lola knew her before. The reflection on he", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; Lola de la Riva; 1960s; downtown Stockton; Stockton; Dolores Huerta; farmworker; labor organizing; union; Aunt Lucy; UFW; united farm workers; portrait; acrylic on canvas,Image;Stillimage,image/png,,500ohr06232022046.png,500ohr06232022046,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022046_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022046_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022046.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,unknown,acrylic on canvas,500_OHR_06232022_046,,Lola de la Riva,,"Lola de la Riva painted this acrylic on canvas in the mid-1960s. She visited the ""skid-row"" area of downtown Stockton where buses would pick up farm labor presumably to work in fields. The figure wearing a rebozo is Dolores Huerta. She was organizing with this group of workers (not sure if this was within the UFW establishment) and Lola happened to be there and made this portrait of that moment. Huerta was friends with Lola's older sister (Aunt Lucy) so Lola knew her before. The reflection on he"
cb150,1401_0011NDLSR_111014_01401_0011NDLSR_111114_249.jpeg,Dolores Huerta raising fist at UFW Rally,Nancy de los Santos,,1970s,1970s,"Dolores Huerta raising fist at UFW Rally, Chicago; The UFW Illinois Boycott was part of a nationwide series of boycotts that the United Farm Workers of America (UFW) spearheaded during the mid 1960s and 1970s. These boycotts alerted the national consumer of the grape and lettuce strikes that had erupted in California and other states.",UFW; chicago; boycott; Farmworkers; Nancy de los Santos; Nancy de los Santos collection; 1970s;  1975; Dolores Huerta,Image;Stillimage,image/jpeg,,14010011ndlsr111014014010011ndlsr111114249.jpeg,14010011ndlsr111014014010011ndlsr111114249,jpeg,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/14010011ndlsr111014014010011ndlsr111114249_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/14010011ndlsr111014014010011ndlsr111114249_th.jpg,https://cpmrark.reclaim.hosting/objects/14010011ndlsr111014014010011ndlsr111114249.jpeg,Nancy de los Santos,,,,Nancy de los Santos,"3.5"" x 5""",B&W photograph,1401_0011NDLSR_111014_01401_0011NDLSR_111114_249,,Nancy de los Santos,,"Dolores Huerta raising fist at UFW Rally, Chicago; The UFW Illinois Boycott was part of a nationwide series of boycotts that the United Farm Workers of America (UFW) spearheaded during the mid 1960s and 1970s. These boycotts alerted the national consumer of the grape and lettuce strikes that had erupted in California and other states."
cb055,500_OHR_03112022_002.png,Domingo Rubio with family,Unknown,,1900s,early 1900s,"Domingo Rubio was the brother of Angela Maria Rubio de la Riva. He collaborated with Angela's husband Francisco Gabriel de la Riva to form a Latino literary organization in Berkeley, California which served the entire Bay Area. People from left to right: unknown woman, unknown child, unknown child, Domingo Rubio",early 1900s;  de la Riva Family Archive; Chicano; california; Bay Area; Mexican American; field,Image;Stillimage,image/png,,500ohr03112022002.png,500ohr03112022002,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr03112022002_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr03112022002_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr03112022002.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"5""x7""",photograph,""" 500_OHR_03112022_002""",,Unknown,,"Domingo Rubio was the brother of Angela Maria Rubio de la Riva. He collaborated with Angela's husband Francisco Gabriel de la Riva to form a Latino literary organization in Berkeley, California which served the entire Bay Area. People from left to right: unknown woman, unknown child, unknown child, Domingo Rubio"
cb232,4e2ce396-d5d5-40df-90e6-a8636885fc35.png,El Barrio Drawings and Poems,Material courtesy of Gloria Arellanes Papers at CSU-LA,,1970-5-23,5/23/,Stylized El Barrio text and drawing,drawing; Gloria Arellanes; Chavela Byrd; poetry; 1970s; 1970,Image;Stillimage,image/png,,4e2ce396d5d540df90e6a8636885fc35.png,4e2ce396d5d540df90e6a8636885fc35,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/4e2ce396d5d540df90e6a8636885fc35_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/4e2ce396d5d540df90e6a8636885fc35_th.jpg,https://cpmrark.reclaim.hosting/objects/4e2ce396d5d540df90e6a8636885fc35.png,Unknown,,,,Gloria Arellanes,Unknown,Art,El Barrio Drawings and Poems.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,,Stylized El Barrio text and drawing
cb228,593f8fa5-6821-441c-aa91-68962e700c88.png,El Barrio Free Clinic Poster,Material courtesy of Gloria Arellanes Papers at CSU-LA,,1960s,"1960s, 1970s",Photograph of El Barrio Free Clinic poster,Gloria Arellanes; Brown Beret; El Barrio Free Clinic; poster; Photograph; Arellanes Archive,Image;Stillimage,image/png,,593f8fa56821441caa9168962e700c88.png,593f8fa56821441caa9168962e700c88,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/593f8fa56821441caa9168962e700c88_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/593f8fa56821441caa9168962e700c88_th.jpg,https://cpmrark.reclaim.hosting/objects/593f8fa56821441caa9168962e700c88.png,Unavailable,,,,Gloria Arellanes,Unknown,Photograph,Box5photos_007.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,,Photograph of El Barrio Free Clinic poster
cb327,El Clavo SOLART Gallery Poster.png,El Clavo SOLART Gallery Poster,John Valadez,,1980s,1980s,Illustrated poster for SOLART Gallery entitled El Clavo. Artwork done by John Valadez., rita sanchez archive; rita sanchez; 1980s; poster; SOLART,Image;Stillimage,image/png,,elclavosolartgalleryposter.png,elclavosolartgalleryposter,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/elclavosolartgalleryposter_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/elclavosolartgalleryposter_th.jpg,https://cpmrark.reclaim.hosting/objects/elclavosolartgalleryposter.png,,,,,Rita Sanchez,"8.5"" x 11""",Poster,041RS080613-093.tif,,John Valadez,,Illustrated poster for SOLART Gallery entitled El Clavo. Artwork done by John Valadez.
cb073,,"El Grito del Norte, Vol. 4, No. 4-5, June 1971","El Grito del Norte, Inc.",,1971-6-1,6/1/1971,"El Grito del Norte newspaper, volume 4, numbers 4 and 5, from June 1971. Enriqueta Vasquez worked for this newspaper and it includes a special insert on La Chicana. Article topics include the freeing of Reies Lopez Tijerina, a killing by Taos police, the trial of Tobias Leyba, La Raza Unida Party victories in Crystal City, Texas, Gertrudis Bocanegra, Mexican American women of the revolution, Isabel Magron Gonzalez, the lynching of Josefa (""Juanita"") Segovia, Alicia Escalante, Hijas de Cuauhtemoc",Enriqueta Vasquez; El Grito del Norte; Reies Lopez Tijerina; Tobias Leyba; Raza Unida Party; RUP; crystal city; Gertrudis Bocanegra; Isabel Magron Gonzalez; Josefa Segovia; Juanita Segovia; Alicia Escalante; Hijas de Cuauhtemoc; Raza Unida Party women; Indochinese Women's Conference of 1971; Young Lords; Venceremos College; Mexico; Lolita Lebron; Cheyenne; Plains Indians; fishing rights; welfare rights movement; newspaper; Vasquez archive; 1971; 1970s; JAG; ,Image;Stillimage,application/pdf,,cb073.pdf,cb073,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb073_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb073_th.jpg,https://cpmrark.reclaim.hosting/objects/cb073.pdf,Enriqueta Vasquez,,,,Enriqueta Vasquez,"ex: 8.5"" by 11""",Newspaper,306EV_091318_016.pdf,,"El Grito del Norte, Inc.",,"El Grito del Norte newspaper, volume 4, numbers 4 and 5, from June 1971. Enriqueta Vasquez worked for this newspaper and it includes a special insert on La Chicana. Article topics include the freeing of Reies Lopez Tijerina, a killing by Taos police, the trial of Tobias Leyba, La Raza Unida Party victories in Crystal City, Texas, Gertrudis Bocanegra, Mexican American women of the revolution, Isabel Magron Gonzalez, the lynching of Josefa (""Juanita"") Segovia, Alicia Escalante, Hijas de Cuauhtemoc"
cb149,1401_0011NDLSR_111014_01401_0011NDLSR_111114_255.jpeg,"Elderly man in suit, walking in front of Boycott March",Nancy de los Santos,,1970s,1970s,"Elderly man in suit, walking in front of Boycott March. The UFW Illinois Boycott was part of a nationwide series of boycotts that the United Farm Workers of America (UFW) spearheaded during the mid 1960s and 1970s. These boycotts alerted the national consumer of the grape and lettuce strikes that had erupted in California and other states.",Nancy de los Santos; Nancy de los Santos collection;  chicago; 1970s; 1975; Farmworkers; UFW; boycott,Image;Stillimage,image/jpeg,,14010011ndlsr111014014010011ndlsr111114255.jpeg,14010011ndlsr111014014010011ndlsr111114255,jpeg,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/14010011ndlsr111014014010011ndlsr111114255_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/14010011ndlsr111014014010011ndlsr111114255_th.jpg,https://cpmrark.reclaim.hosting/objects/14010011ndlsr111014014010011ndlsr111114255.jpeg,Nancy de los Santos,,,,Nancy de los Santos,"3.5"" x 5""",B&W photograph,1401_0011NDLSR_111014_01401_0011NDLSR_111114_255,,Nancy de los Santos,,"Elderly man in suit, walking in front of Boycott March. The UFW Illinois Boycott was part of a nationwide series of boycotts that the United Farm Workers of America (UFW) spearheaded during the mid 1960s and 1970s. These boycotts alerted the national consumer of the grape and lettuce strikes that had erupted in California and other states."
cb297,b0f9e18e-5337-4c35-94a8-b2ac6ddc1f1f.png,Elena Herrada and Sister Therese Hoffman,Unknown,,1980s,1980's or 1990's,"A Photograph of Elena Herrada and Sister Therese Hoffman, with ""Farmworker's Warrior"" written on the back.",elena herrada;  Herrada Archive; Tina and Jasmine; UFW; AFL/CIO; Farmworkers; Sister Therese Hoffman; 1990's,Image;Stillimage,image/png,,b0f9e18e53374c3594a8b2ac6ddc1f1f.png,b0f9e18e53374c3594a8b2ac6ddc1f1f,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/b0f9e18e53374c3594a8b2ac6ddc1f1f_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/b0f9e18e53374c3594a8b2ac6ddc1f1f_th.jpg,https://cpmrark.reclaim.hosting/objects/b0f9e18e53374c3594a8b2ac6ddc1f1f.png,,,,,,"5""x7""",photograph,101EH_010113_21_a.tif,,Unknown,,"A Photograph of Elena Herrada and Sister Therese Hoffman, with ""Farmworker's Warrior"" written on the back."
cb294,c137ec17-e3d3-4ad0-9dfd-d237b247b638.png,Elena Herrada’s Personal Notes,Elena Herrada,,unknown,unknown,"A personal note, looks as though it has been passed back and forth between several people. Seems to be discussing Ford Motor Company's treatment of black workers.",elena herrada; CMPR; Personal Notes; Ford Motor Company,Image;Stillimage,image/png,,c137ec17e3d34ad09dfdd237b247b638.png,c137ec17e3d34ad09dfdd237b247b638,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/c137ec17e3d34ad09dfdd237b247b638_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/c137ec17e3d34ad09dfdd237b247b638_th.jpg,https://cpmrark.reclaim.hosting/objects/c137ec17e3d34ad09dfdd237b247b638.png,,,,,Elena Herrada,"8.5"" x 11""",Personal Notes,101EH_073114_002_a.pdf,,Elena Herrada,,"A personal note, looks as though it has been passed back and forth between several people. Seems to be discussing Ford Motor Company's treatment of black workers."
cb295,b8e9a8cb-f1a9-4fb9-9446-935e3cb4dc01.png,Elena photograph,Unknown,,2002,2002,"Elena M. Herrada at her desk at Local 1064 offices in Southfield, Michigan, spring 2002; she's about to turn age 45",elena herrada;  Herrada Archive; Grace and Ari; 2002; Photograph,Image;Stillimage,image/png,,b8e9a8cbf1a94fb99446935e3cb4dc01.png,b8e9a8cbf1a94fb99446935e3cb4dc01,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/b8e9a8cbf1a94fb99446935e3cb4dc01_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/b8e9a8cbf1a94fb99446935e3cb4dc01_th.jpg,https://cpmrark.reclaim.hosting/objects/b8e9a8cbf1a94fb99446935e3cb4dc01.png,,,,,Elena Herrada,"5""x7""",Photograph,EH101_112213_005.tif,,Unknown,,"Elena M. Herrada at her desk at Local 1064 offices in Southfield, Michigan, spring 2002; she's about to turn age 45"
cb296,b6ed73b1-2811-40c7-a7fb-cfbb7a381776.png,Email to CPR Detroit,Elena Herrada,,2003-6-27,6/27/2003,"e-mail from Elena Herrada to CPR Detroit about Chicano-Boricua Studies director 2003, p.1",elena herrada;  Herrada Archive; Grace and Ari; e-mail; 2003; Chicano-Boricua Studies,Image;Stillimage,image/png,,b6ed73b1281140c7a7fbcfbb7a381776.png,b6ed73b1281140c7a7fbcfbb7a381776,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/b6ed73b1281140c7a7fbcfbb7a381776_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/b6ed73b1281140c7a7fbcfbb7a381776_th.jpg,https://cpmrark.reclaim.hosting/objects/b6ed73b1281140c7a7fbcfbb7a381776.png,,,,,Elena Herrada,"8.5""x11""",email,EH101_120413_008_a.tif,,Elena Herrada,,"e-mail from Elena Herrada to CPR Detroit about Chicano-Boricua Studies director 2003, p.1"
